Date,North Tower (kWh),temp_C,HR,windSpeed_m/s,windGust_m/s,pres_mbar,solarRad_W/m2,rain_mm/h,rain_day
2019-01-01 0:00:00,43.537,10.63583333,62.68416667,0,0,1031,2.54325,0,0
2019-01-01 1:00:00,43.221,10.3775,62.83666667,0,0,1031,1.728666667,0,0
2019-01-01 2:00:00,43.231,10.26083333,61.72,0,0,1031.083333,2.67475,0,0
2019-01-01 3:00:00,43.434,9.666666667,63.89333333,0,0,1031.083333,2.44425,0,0
2019-01-01 4:00:00,42.527,8.640833333,68.03416667,0,0,1031,3.056333333,0,0
2019-01-01 5:00:00,42.7,9.093333333,63.19333333,0,0,1031,2.426416667,0,0
2019-01-01 6:00:00,44.927,8.3925,67.45666667,0,0,1031.416667,2.46775,0,0
2019-01-01 7:00:00,61.382,7.6975,70.29833333,0,0,1032,3.402833333,0,0
2019-01-01 8:00:00,77.058,7.696666667,70.62,0,0,1033,66.3175,0,0
2019-01-01 9:00:00,77.821,8.685,63.055,0,0,1033.083333,216.0666667,0,0
2019-01-01 10:00:00,77.499,9.961666667,58.75833333,0,0,1033.583333,349.3166667,0,0
2019-01-01 11:00:00,77.855,11.29083333,53.24666667,0,0,1033,441.9833333,0,0
2019-01-01 12:00:00,77.774,12.48083333,48.16833333,0,0,1032.333333,481.325,0,0
2019-01-01 13:00:00,78.399,14.08083333,42.3475,0,0,1031.75,463.5666667,0,0
2019-01-01 14:00:00,78.497,15.055,38.46333333,0,0,1031,388.4333333,0,0
2019-01-01 15:00:00,78.717,15.81416667,36.73083333,0,0,1031.5,265.3333333,0,0
2019-01-01 16:00:00,80.069,15.7225,34.20833333,0,0,1032,116.13,0,0
2019-01-01 17:00:00,82.683,14.49,35.6375,0,0,1032,7.204833333,0,0
2019-01-01 18:00:00,83.832,14.13,38.89916667,0,0,1032.083333,1.358916667,0,0
2019-01-01 19:00:00,71.82,13.16083333,53.75333333,0,0,1033,1.024666667,0,0
2019-01-01 20:00:00,62.582,12.58666667,56.84083333,0,0,1033,2.354083333,0,0
2019-01-01 21:00:00,46.14,13.02583333,51.14916667,0,0,1033,1.394,0,0
2019-01-01 22:00:00,44.29,12.035,53.09416667,0,0,1033,0.9255,0,0
2019-01-01 23:00:00,43.998,11.66083333,49.93,0,0,1033,0.8445833333,0,0
2019-01-02 0:00:00,50.398,11.49833333,49.37083333,0,0,1032.916667,1.186333333,0,0
2019-01-02 1:00:00,46.897,11.14416667,48.53666667,0,0,1032.833333,0.8446666667,0,0
2019-01-02 2:00:00,47.868,10.79083333,52.24916667,0,0,1032.75,1.22775,0,0
2019-01-02 3:00:00,47.475,10.44833333,65.40833333,0,0,1032.166667,2.451,0,0
2019-01-02 4:00:00,46.995,10.28083333,75.75833333,0,0,1031.916667,2.940333333,0,0
2019-01-02 5:00:00,48.799,10.50916667,74.06666667,0,0,1031,3.145666667,0,0
2019-01-02 6:00:00,53.474,10.19166667,73.16666667,0,0,1031,3.171083333,0,0
2019-01-02 7:00:00,103.485,9.485833333,75.325,0,0,1031,5.010583333,0,0
2019-01-02 8:00:00,137.004,9.899166667,71.78083333,0,0,1031.666667,67.535,0,0
2019-01-02 9:00:00,156.488,10.32,71.77583333,0,0,1032,218.0333333,0,0
2019-01-02 10:00:00,214.08,12.59333333,60.23916667,0.00875,0.1048333333,1032,348.025,0,0
2019-01-02 11:00:00,260.692,12.57416667,62.42833333,0,0,1031.25,436.475,0,0
2019-01-02 12:00:00,239.349,12.99166667,60.97,0.01575,0.12575,1030.333333,473.125,0,0
2019-01-02 13:00:00,239.415,15.01333333,56.4825,0,0,1029.166667,457.0416667,0,0
2019-01-02 14:00:00,235.819,14.22833333,60.65083333,0,0,1029,386.5416667,0,0
2019-01-02 15:00:00,254.153,13.98833333,59.43333333,0,0,1029,266.35,0,0
2019-01-02 16:00:00,242.888,13.29333333,61.08083333,0,0,1029,115.0966667,0,0
2019-01-02 17:00:00,195.648,12.085,69.6875,0,0,1028.916667,10.76683333,0,0
2019-01-02 18:00:00,178.972,11.01083333,75.475,0,0,1029,4.197833333,0,0
2019-01-02 19:00:00,147.909,10.74583333,75.53333333,0,0,1028.25,4.29725,0,0
2019-01-02 20:00:00,99.572,10.4725,77.225,0,0,1028.25,3.925583333,0,0
2019-01-02 21:00:00,69.488,10.11,79.96666667,0,0,1028.083333,2.889833333,0,0
2019-01-02 22:00:00,55.313,10.15,78.35833333,0,0,1028,3.962833333,0,0
2019-01-02 23:00:00,47.091,9.993333333,78.775,0,0,1028,3.355833333,0,0
2019-01-03 0:00:00,53.004,9.7075,78.925,0,0,1027.583333,4.073833333,0,0
2019-01-03 1:00:00,52.042,9.424166667,79.71666667,0,0,1027,3.33825,0,0
2019-01-03 2:00:00,49.99,8.835833333,81.81666667,0,0,1027,3.315,0,0
2019-01-03 3:00:00,47.955,8.150833333,86.625,0,0,1027,1.939083333,0,0
2019-01-03 4:00:00,48.131,6.75425,92.16666667,0.0105,0.06291666667,1027,3.77675,0,0
2019-01-03 5:00:00,60.112,5.8405,94.13333333,0,0,1027,3.576083333,0,0
2019-01-03 6:00:00,57.626,5.3895,95.25833333,0,0,1027,2.634083333,0,0
2019-01-03 7:00:00,96.955,4.25825,96.88333333,0,0,1027.583333,3.404833333,0,0
2019-01-03 8:00:00,135.379,3.686916667,98.63333333,0,0,1028,33.02358333,0,0
2019-01-03 9:00:00,154.73,3.586666667,99.44166667,0,0,1029,124.2625,0,0
2019-01-03 10:00:00,215.108,3.7025,99.39166667,0,0,1029,248.8416667,0,0
2019-01-03 11:00:00,289.359,5.44275,92.05833333,0,0,1028.75,436.4,0,0
2019-01-03 12:00:00,259.792,7.8085,71.905,0.07516666667,0.2935,1027.666667,473.5916667,0,0
2019-01-03 13:00:00,252.883,8.758333333,70.27833333,0.5048333333,1.23675,1027,457.1166667,0,0
2019-01-03 14:00:00,262.189,8.355833333,75.74166667,0.9399166667,1.844916667,1027,381.6166667,0,0
2019-01-03 15:00:00,262.443,8.859166667,74.64166667,0.6411666667,1.090083333,1027.083333,258.4333333,0,0
2019-01-03 16:00:00,256.209,8.2825,79.41666667,0.6289166667,1.194916667,1027.5,112.475,0,0
2019-01-03 17:00:00,198.602,7.250833333,86.3,0.1205833333,0.2096666667,1027.916667,11.7975,0,0
2019-01-03 18:00:00,176.608,7.2075,87.45,0.29875,0.3145,1028,2.51175,0,0
2019-01-03 19:00:00,136.837,6.8295,89.91666667,0.8508333333,1.278666667,1028.083333,3.732416667,0,0
2019-01-03 20:00:00,94.359,6.448833333,93.075,1.060583333,1.614333333,1028,4.28,0,0
2019-01-03 21:00:00,68.375,5.80025,94.73333333,0.7319166667,1.29975,1028.666667,5.400083333,0,0
2019-01-03 22:00:00,57.622,5.585666667,95.51666667,1.11275,1.823833333,1029,3.116583333,0,0
2019-01-03 23:00:00,54.174,5.88825,95.85833333,1.3575,2.0755,1029,3.421166667,0,0
2019-01-04 0:00:00,48.236,6.146666667,96.15,0.6114166667,1.111,1029,2.44,0,0
2019-01-04 1:00:00,46.192,6.3855,96.65,0.2761666667,0.8385833333,1029,2.202416667,0,0
2019-01-04 2:00:00,45.729,6.135333333,96.94166667,0.3756666667,0.7966666667,1029,2.121416667,0,0
2019-01-04 3:00:00,44.354,6.245833333,96.96666667,0.1188333333,0.2935,1029,3.661,0,0
2019-01-04 4:00:00,44.52,6.3245,96.93333333,0.0385,0.16775,1028.25,2.38225,0,0
2019-01-04 5:00:00,54.607,6.2085,97.125,0.03666666667,0.1676666667,1028.416667,2.54175,0,0
2019-01-04 6:00:00,53.973,6.02525,97.29166667,2.169833333,2.767416667,1029,3.501916667,0,0
2019-01-04 7:00:00,100.804,5.706916667,97.53333333,0.6709166667,0.9853333333,1029.666667,2.278416667,0,0
2019-01-04 8:00:00,142.59,5.841833333,97.48333333,2.121,3.228583333,1030.416667,26.05508333,0,0
2019-01-04 9:00:00,268.624,6.19625,97.54166667,2.036916667,3.039916667,1031,102.7925,0,0
2019-01-04 10:00:00,283.147,6.964166667,85.9,2.666166667,3.648,1031,164.7333333,0.075,0.075
2019-01-04 11:00:00,282.599,7.773333333,78.81666667,0.9015,1.572416667,1031,235.525,0.03333333333,0.1
2019-01-04 12:00:00,273.738,9.4825,72.38166667,0,0,1030.5,299.425,0,0.1
2019-01-04 13:00:00,284.143,10.96416667,68.065,0,0,1030,293.4333333,0,0.1
2019-01-04 14:00:00,297.525,11.93083333,64.94083333,0,0,1030,333.8666667,0,0.1
2019-01-04 15:00:00,305.853,12.80666667,60.96166667,0,0,1030,238.025,0,0.1
2019-01-04 16:00:00,306.5,12.62083333,61.105,0,0,1030,103.6941667,0,0.1
2019-01-04 17:00:00,300.752,12.31166667,62.02833333,0,0,1031,10.25966667,0,0.1
2019-01-04 18:00:00,198.82,12.2375,62.95166667,0,0,1031.083333,3.05825,0,0.1
2019-01-04 19:00:00,141.595,11.89166667,62.6225,0,0,1032,3.485,0,0.1
2019-01-04 20:00:00,105.439,11.57666667,62.245,0,0,1032.333333,3.004916667,0,0.1
2019-01-04 21:00:00,80.546,11.23666667,62.4775,0,0,1033,2.407166667,0,0.1
2019-01-04 22:00:00,61.045,11.00833333,63.545,0,0,1033,3.076416667,0,0.1
2019-01-04 23:00:00,52.549,10.88166667,64.38833333,0,0,1033,4.089666667,0,0.1
2019-01-05 0:00:00,54.523,10.2875,67.19666667,0,0,1033,3.951083333,0,0
2019-01-05 1:00:00,53.505,9.729166667,69.33083333,0,0,1033,3.914,0,0
2019-01-05 2:00:00,54.18,9.294166667,71.13833333,0,0,1033.5,5.913916667,0,0
2019-01-05 3:00:00,52.949,8.623333333,74.1,0,0,1033.5,3.254833333,0,0
2019-01-05 4:00:00,51.105,7.71,79.25,0,0,1033,4.725333333,0,0
2019-01-05 5:00:00,52.326,7.521666667,78.01666667,0,0,1033,3.867083333,0,0
2019-01-05 6:00:00,50.554,7.439166667,75.75,0,0,1033.083333,5.096916667,0,0
2019-01-05 7:00:00,74.064,7.4275,74.61666667,0,0,1034,5.235166667,0,0
2019-01-05 8:00:00,93.637,7.4375,74.71666667,0,0,1034.333333,61.59166667,0,0
2019-01-05 9:00:00,196.691,8.131666667,69.8375,0,0,1035.166667,209.4416667,0,0
2019-01-05 10:00:00,201.958,8.8875,68.1675,0,0,1035.5,347.4666667,0,0
2019-01-05 11:00:00,206.688,9.395833333,65.24166667,0,0,1034.916667,445.9,0,0
2019-01-05 12:00:00,213.787,11.0225,60.09666667,0,0,1034,487.2833333,0,0
2019-01-05 13:00:00,215.526,12.49416667,55.0025,0,0,1033.583333,473,0,0
2019-01-05 14:00:00,206.129,13.31333333,49.9875,0,0,1033,401.425,0,0
2019-01-05 15:00:00,219.911,13.4675,49.11666667,0,0,1033,279.1916667,0,0
2019-01-05 16:00:00,221.655,13.31583333,49.52833333,0,0,1033,128.1283333,0,0
2019-01-05 17:00:00,221.035,12.17166667,53.66,0,0,1033.666667,10.0215,0,0
2019-01-05 18:00:00,137.9,11.68583333,58.26166667,0,0,1034,4.103583333,0,0
2019-01-05 19:00:00,92.763,11.72916667,52.53833333,0,0,1034,1.345666667,0,0
2019-01-05 20:00:00,84.294,11.13416667,49.94666667,0,0,1034,1.391666667,0,0
2019-01-05 21:00:00,67.467,10.82166667,48.78416667,0,0,1034,1.331666667,0,0
2019-01-05 22:00:00,58.704,10.7525,52.88,0.3704166667,0.608,1034,1.428583333,0,0
2019-01-05 23:00:00,53.078,10.40666667,58.17583333,0,0,1033.25,1.887916667,0,0
2019-01-06 0:00:00,53.66,9.231666667,62.19916667,0,0,1033,3.767083333,0,0
2019-01-06 1:00:00,53.66,8.5075,65.48833333,0.01225,0.08383333333,1033,4.52775,0,0
2019-01-06 2:00:00,53.114,8.900833333,59.02916667,0,0,1033,3.56225,0,0
2019-01-06 3:00:00,52.892,8.611666667,62.54083333,0,0,1033,4.545333333,0,0
2019-01-06 4:00:00,52.181,7.439166667,66.37166667,0,0,1032.416667,4.358833333,0,0
2019-01-06 5:00:00,52.452,7.475833333,66.1875,0.3739166667,0.5031666667,1032,5.145333333,0,0
2019-01-06 6:00:00,52.029,7.212833333,65.54416667,0,0,1032,4.051583333,0,0
2019-01-06 7:00:00,58.055,6.802416667,67.27416667,0,0,1032.833333,5.106,0,0
2019-01-06 8:00:00,99.401,6.531833333,68.55,0.0105,0.06291666667,1033,67.02583333,0,0
2019-01-06 9:00:00,185.491,5.526083333,73.34166667,0,0,1033.666667,220.325,0,0
2019-01-06 10:00:00,164.096,7.128166667,68.055,0,0,1034,358.4416667,0,0
2019-01-06 11:00:00,165.624,8.849166667,60.655,0,0,1033.083333,454.1,0,0
2019-01-06 12:00:00,163.586,9.615,54.8325,0,0,1032.083333,496.2083333,0,0
2019-01-06 13:00:00,164.379,10.9575,52.04583333,0,0,1031.25,479.0583333,0,0
2019-01-06 14:00:00,163.307,13.3925,47.38416667,0,0,1031,405.8,0,0
2019-01-06 15:00:00,93.085,15.21416667,39.975,0,0,1030.916667,282.4666667,0,0
2019-01-06 16:00:00,71.103,12.8025,51.89833333,0,0,1031,129.1516667,0,0
2019-01-06 17:00:00,71.23,11.81083333,57.61666667,0,0,1031,11.94141667,0,0
2019-01-06 18:00:00,71.861,11.7325,60.34833333,0,0,1031,3.67,0,0
2019-01-06 19:00:00,68.409,11.465,59.49583333,0,0,1031,3.242666667,0,0
2019-01-06 20:00:00,67.747,10.98333333,56.87833333,0,0,1030.75,4.191333333,0,0
2019-01-06 21:00:00,58.354,10.465,50.65666667,0,0,1031,1.730833333,0,0
2019-01-06 22:00:00,55.925,10.1275,51.715,0,0,1030.666667,1.327083333,0,0
2019-01-06 23:00:00,55.042,10.105,53.57916667,0,0,1030.833333,1.401,0,0
2019-01-07 0:00:00,48.703,9.751666667,54.2,0,0,1030.583333,2.432916667,0,0
2019-01-07 1:00:00,48.164,10.07583333,45.88833333,0,0,1030,1.380416667,0,0
2019-01-07 2:00:00,46.537,9.1775,48.0625,0,0,1030.666667,1.505166667,0,0
2019-01-07 3:00:00,46.265,7.7475,56.09166667,0,0,1030.166667,1.7915,0,0
2019-01-07 4:00:00,44.571,7.865,54.00333333,0,0,1030,1.357333333,0,0
2019-01-07 5:00:00,56.412,8.191666667,48.15,0,0,1030,1.101166667,0,0
2019-01-07 6:00:00,55.745,6.998,52.53166667,0,0,1030,1.523666667,0,0
2019-01-07 7:00:00,87.792,7.15575,47.61916667,0,0,1030,2.58975,0,0
2019-01-07 8:00:00,148.87,7.5,42.44166667,0,0,1030.75,71.9675,0,0
2019-01-07 9:00:00,180.257,8.189166667,39.60666667,0,0,1031,227.0583333,0,0
2019-01-07 10:00:00,213.972,10.10416667,31.4575,0,0,1031,366.275,0,0
2019-01-07 11:00:00,269.983,11.32083333,25.99833333,0,0,1030.75,462.8416667,0,0
2019-01-07 12:00:00,262.858,12.36833333,26.14583333,0,0,1029.75,505.0416667,0,0
2019-01-07 13:00:00,260.367,13.25333333,21.75166667,0,0,1029,486.5166667,0,0
2019-01-07 14:00:00,271.302,13.87166667,22.3375,0,0,1029,413.375,0,0
2019-01-07 15:00:00,269.848,14.71416667,23.08083333,0,0,1029,290.8,0,0
2019-01-07 16:00:00,262.532,14.63916667,28.11,0,0,1029,135.9425,0,0
2019-01-07 17:00:00,260.315,14.32083333,29.93833333,0,0,1029,12.22866667,0,0
2019-01-07 18:00:00,249.812,14.52666667,24.34333333,0,0,1029,1.246,0,0
2019-01-07 19:00:00,238.115,14.42833333,19.79083333,0,0,1029,0.8215,0,0
2019-01-07 20:00:00,173.049,14.17583333,18.925,0,0,1029,1.25525,0,0
2019-01-07 21:00:00,86.325,13.14,24.74083333,0,0,1029.083333,1.322416667,0,0
2019-01-07 22:00:00,58.923,11.82416667,27.91666667,0,0,1030,0.9163333333,0,0
2019-01-07 23:00:00,50.008,10.5575,39.65416667,0,0,1029.833333,1.440166667,0,0
2019-01-08 0:00:00,42.622,11.48583333,32.74083333,0,0,1029,1.541583333,0,0
2019-01-08 1:00:00,41.863,10.685,37.24083333,0,0,1029.666667,1.17,0,0
2019-01-08 2:00:00,40.704,10.01583333,40.71166667,0,0,1030,0.9461666667,0,0
2019-01-08 3:00:00,38.776,9.511666667,40.56833333,0,0,1030,1.001833333,0,0
2019-01-08 4:00:00,39.189,8.655833333,41.62916667,0,0,1029.916667,1.537416667,0,0
2019-01-08 5:00:00,39.778,9.355,35.89333333,0,0,1029,1.258166667,0,0
2019-01-08 6:00:00,41.784,8.68,37.99416667,0,0,1029.166667,1.0295,0,0
2019-01-08 7:00:00,66.585,6.865583333,51.14416667,0,0,1030,2.497833333,0,0
2019-01-08 8:00:00,209.168,7.0545,50.59166667,0,0,1030,71.8525,0,0
2019-01-08 9:00:00,205.555,7.803333333,47.32333333,0,0,1030.833333,224.8083333,0,0
2019-01-08 10:00:00,204.567,8.531666667,43.18666667,0,0,1031,362.35,0,0
2019-01-08 11:00:00,235.02,9.545833333,40.125,0,0,1030.583333,457.8,0,0
2019-01-08 12:00:00,208.338,10.71,38.29166667,0,0,1029.416667,502.0333333,0,0
2019-01-08 13:00:00,230.647,12.1775,36.27,0,0,1028.666667,485.3916667,0,0
2019-01-08 14:00:00,238.812,14.2525,30.38333333,0,0,1028,413.05,0,0
2019-01-08 15:00:00,213.955,15.12333333,26.27666667,0,0,1028,290.3416667,0,0
2019-01-08 16:00:00,234.881,15.48666667,25.25833333,0,0,1028,135.9533333,0,0
2019-01-08 17:00:00,231.565,14.35166667,26.68666667,0,0,1028,12.93,0,0
2019-01-08 18:00:00,228.616,13.76833333,25.7425,0,0,1028,1.3545,0,0
2019-01-08 19:00:00,214.945,13.13083333,30.68666667,0,0,1028,1.170166667,0,0
2019-01-08 20:00:00,97.722,12.75333333,37.42166667,0,0,1028,1.280833333,0,0
2019-01-08 21:00:00,58.144,13.14,34.95166667,0,0,1028,1.084833333,0,0
2019-01-08 22:00:00,46.96,13.05166667,32.46,0,0,1028,1.257583333,0,0
2019-01-08 23:00:00,41.168,12.49583333,32.5375,0,0,1027.083333,1.045583333,0,0
2019-01-09 0:00:00,44.981,12.03833333,34.59916667,0,0,1027,0.9441666667,0,0
2019-01-09 1:00:00,44.832,11.925,36.74333333,0,0,1026.416667,0.9278333333,0,0
2019-01-09 2:00:00,43.458,10.4175,47.34166667,0,0,1026.333333,1.3685,0,0
2019-01-09 3:00:00,42.69,8.813333333,56.83666667,0,0,1026.166667,1.671333333,0,0
2019-01-09 4:00:00,43.51,8.219166667,60.42083333,0,0,1025.583333,1.6645,0,0
2019-01-09 5:00:00,43.015,8.839166667,53.33,0,0,1025,1.355083333,0,0
2019-01-09 6:00:00,42.321,7.906833333,57.91583333,0,0,1025,1.429,0,0
2019-01-09 7:00:00,48.257,8.3175,54.2925,0,0,1025,2.324666667,0,0
2019-01-09 8:00:00,49.078,8.0375,60.29583333,0,0,1025,66.49416667,0,0
2019-01-09 9:00:00,49.809,7.624166667,70.5325,0,0,1025.583333,214.4916667,0,0
2019-01-09 10:00:00,50.686,9.91,50.9525,0,0,1025.5,351.2083333,0,0
2019-01-09 11:00:00,50.893,12.67,42.06333333,0,0,1024.583333,448.3333333,0,0
2019-01-09 12:00:00,50.607,12.99,39.93416667,0,0,1023.5,491.575,0,0
2019-01-09 13:00:00,51.735,16.32833333,31.97416667,0,0,1022.166667,475.8083333,0,0
2019-01-09 14:00:00,51.971,16.81,38.34833333,0,0,1021,398.8833333,0,0
2019-01-09 15:00:00,52.615,17.48583333,32.9075,0,0,1021,281.725,0,0
2019-01-09 16:00:00,53.854,17.04,35.98083333,0,0,1020.75,127.3316667,0,0
2019-01-09 17:00:00,54.783,15.49416667,47.32583333,0,0,1020.083333,11.32983333,0,0
2019-01-09 18:00:00,53.989,13.90083333,55.57333333,0,0,1020.083333,1.04525,0,0
2019-01-09 19:00:00,51.729,13.43083333,49.6425,0,0,1020,1.181583333,0,0
2019-01-09 20:00:00,53.208,12.82083333,50.54416667,0,0,1020,0.9024166667,0,0
2019-01-09 21:00:00,46.915,12.08083333,57.3775,0,0,1020,1.881083333,0,0
2019-01-09 22:00:00,47.328,11.70666667,60.74333333,0,0,1020,2.529666667,0,0
2019-01-09 23:00:00,46.368,11.70666667,60.60333333,0,0,1019.333333,2.584916667,0,0
2019-01-10 0:00:00,56.887,10.6975,67.51583333,0,0,1019,4.209666667,0,0
2019-01-10 1:00:00,55.321,9.525,75.83916667,0,0,1019,3.12725,0,0
2019-01-10 2:00:00,51.801,10.09916667,68.2075,0,0,1019,3.425333333,0,0
2019-01-10 3:00:00,50.688,9.870833333,67.065,0,0,1019,2.70725,0,0
2019-01-10 4:00:00,50.122,9.885,64.9425,0,0,1018.25,2.875916667,0,0
2019-01-10 5:00:00,51.396,9.800833333,61.87083333,0,0,1018,2.882666667,0,0
2019-01-10 6:00:00,60.528,9.7125,58.36333333,0,0,1018.916667,2.273333333,0,0
2019-01-10 7:00:00,95.442,9.228333333,58.15416667,0,0,1019,2.855333333,0,0
2019-01-10 8:00:00,245.38,9.249166667,56.36416667,0,0,1019.833333,67.63833333,0,0
2019-01-10 9:00:00,254.918,9.513333333,53.02166667,0,0,1020,217.1416667,0,0
2019-01-10 10:00:00,266.41,9.496666667,51.32083333,0,0,1020,353.4416667,0,0
2019-01-10 11:00:00,286.902,9.856666667,50.67333333,0,0,1020,448.6166667,0,0
2019-01-10 12:00:00,280.814,10.53333333,52.33666667,0,0,1019.5,489.5916667,0,0
2019-01-10 13:00:00,280.04,11.685,51.00833333,0,0,1018.833333,474.2,0,0
2019-01-10 14:00:00,293.809,13.30583333,48.06416667,0,0,1018,403.2666667,0,0
2019-01-10 15:00:00,293.754,14.1025,44.9625,0,0,1018.5,284.475,0,0
2019-01-10 16:00:00,288.633,14.54166667,44.32833333,0,0,1019,136.0691667,0,0
2019-01-10 17:00:00,282.992,13.76666667,48.53416667,0,0,1019,14.25733333,0,0
2019-01-10 18:00:00,270.425,13.1675,48.04166667,0,0,1019.5,1.077666667,0,0
2019-01-10 19:00:00,249.197,12.28916667,47.82583333,0,0,1020,1.073166667,0,0
2019-01-10 20:00:00,126.593,11.52166667,47.0425,0,0,1021,1.267,0,0
2019-01-10 21:00:00,73.597,10.75083333,48.42833333,0,0,1021.083333,1.306416667,0,0
2019-01-10 22:00:00,58.898,10.4275,47.89916667,0,0,1021.916667,1.101,0,0
2019-01-10 23:00:00,53.096,9.8,49.46083333,0,0,1022,1.105333333,0,0
2019-01-11 0:00:00,49.518,9.118333333,50.58833333,0,0,1022,1.094,0,0
2019-01-11 1:00:00,48.331,8.291666667,50.95083333,0,0,1023,0.7618333333,0,0
2019-01-11 2:00:00,47.041,7.825833333,49.84583333,0,0,1023.666667,1.355166667,0,0
2019-01-11 3:00:00,47.261,7.269083333,50.40416667,0,0,1024,0.9488333333,0,0
2019-01-11 4:00:00,46.776,6.798,51.57583333,0,0,1024,1.158833333,0,0
2019-01-11 5:00:00,48.065,6.441333333,52.13916667,0,0,1024,1.0135,0,0
2019-01-11 6:00:00,51.242,6.135416667,52.85916667,0,0,1024.333333,1.075916667,0,0
2019-01-11 7:00:00,83.067,5.876166667,53.01583333,0,0,1025,2.54625,0,0
2019-01-11 8:00:00,213.189,5.959083333,51.63166667,0,0,1026.083333,69.33583333,0,0
2019-01-11 9:00:00,192.809,6.597416667,47.98833333,0,0,1027.083333,220.7083333,0,0
2019-01-11 10:00:00,86.548,7.010416667,47.04666667,0,0,1028,356.9916667,0,0
2019-01-11 11:00:00,86.543,7.893333333,47.70583333,0,0,1028,452.0833333,0,0
2019-01-11 12:00:00,85.296,9.37,42.2125,0,0,1027.25,494.9416667,0,0
2019-01-11 13:00:00,82.201,10.20166667,37.98416667,0,0,1027,479.9166667,0,0
2019-01-11 14:00:00,82.625,10.84333333,33.71,0,0,1027,408.1,0,0
2019-01-11 15:00:00,86.844,11.5775,31.8675,0,0,1027,287.7083333,0,0
2019-01-11 16:00:00,85.216,11.7175,33.44083333,0,0,1027,139.4775,0,0
2019-01-11 17:00:00,84.447,10.93333333,35.49416667,0,0,1027.166667,15.2715,0,0
2019-01-11 18:00:00,85.471,10.40833333,35.88666667,0,0,1028,1.281,0,0
2019-01-11 19:00:00,83.058,9.9175,38.06416667,0,0,1028,1.262333333,0,0
2019-01-11 20:00:00,66.569,9.545833333,38.61666667,0,0,1028.166667,0.9740833333,0,0
2019-01-11 21:00:00,56.509,9.3475,38.25583333,0,0,1029,0.9370833333,0,0
2019-01-11 22:00:00,51.478,9.188333333,38.52416667,0,0,1029,1.020333333,0,0
2019-01-11 23:00:00,48.449,8.614166667,43.605,0,0,1029,1.482166667,0,0
2019-01-12 0:00:00,47.265,7.600833333,50.425,0,0,1029,1.318083333,0,0
2019-01-12 1:00:00,46.274,6.617583333,54.8625,0,0,1029,1.301916667,0,0
2019-01-12 2:00:00,45.508,6.424333333,57.2825,0,0,1029.083333,0.9163333333,0,0
2019-01-12 3:00:00,45.144,6.219166667,58.955,0,0,1029.916667,1.766083333,0,0
2019-01-12 4:00:00,43.684,5.956583333,59.0975,0,0,1029.333333,1.085,0,0
2019-01-12 5:00:00,44.351,5.768583333,59.21416667,0,0,1029,1.426666667,0,0
2019-01-12 6:00:00,43.753,5.493666667,60.34583333,0,0,1029.416667,1.576833333,0,0
2019-01-12 7:00:00,49.43,5.510916667,60.555,0,0,1030,3.195583333,0,0
2019-01-12 8:00:00,48.561,5.955333333,58.35666667,0,0,1030.5,71.04916667,0,0
2019-01-12 9:00:00,49.891,6.273583333,56.38833333,0,0,1031,223.5583333,0,0
2019-01-12 10:00:00,52.535,7.018333333,54.88666667,0,0,1031.083333,359.725,0,0
2019-01-12 11:00:00,52.66,8.238333333,51.3325,0,0,1031,457.4083333,0,0
2019-01-12 12:00:00,54.464,9.375,46.8525,0,0,1030.083333,500.4083333,0,0
2019-01-12 13:00:00,56.047,10.82583333,43.18,0,0,1029.333333,485.225,0,0
2019-01-12 14:00:00,58.959,11.73,39.04083333,0,0,1029,414.85,0,0
2019-01-12 15:00:00,61.857,12.66166667,32.635,0,0,1029,295.775,0,0
2019-01-12 16:00:00,61.448,12.60083333,41.6625,0,0,1029,143.2416667,0,0
2019-01-12 17:00:00,64.351,11.97583333,42.04333333,0,0,1029.333333,16.54025,0,0
2019-01-12 18:00:00,64.473,11.36666667,44.3475,0,0,1030,1.273833333,0,0
2019-01-12 19:00:00,61.321,10.58166667,50.39416667,0,0,1030,1.084666667,0,0
2019-01-12 20:00:00,58.853,10.4575,50.21833333,0,0,1030,1.3755,0,0
2019-01-12 21:00:00,50.537,10.21083333,49.61083333,0,0,1030,1.331666667,0,0
2019-01-12 22:00:00,48.115,10.035,50.2125,0,0,1030,1.087083333,0,0
2019-01-12 23:00:00,47.628,9.8975,51.51833333,0,0,1030,1.375666667,0,0
2019-01-13 0:00:00,48.802,9.589166667,55.18083333,0,0,1030,0.9764166667,0,0
2019-01-13 1:00:00,47.092,8.570833333,62.26833333,0,0,1030,2.133083333,0,0
2019-01-13 2:00:00,46.779,7.6525,66.025,0,0,1030,3.20675,0,0
2019-01-13 3:00:00,46.319,8.130833333,59.7525,0,0,1030,2.601583333,0,0
2019-01-13 4:00:00,46.74,7.232333333,63.5275,0,0,1030,2.964083333,0,0
2019-01-13 5:00:00,46.725,6.34375,65.58583333,0,0,1030,3.008,0,0
2019-01-13 6:00:00,46.574,6.290166667,64.09916667,0,0,1030,2.85325,0,0
2019-01-13 7:00:00,46.574,6.335333333,63.34583333,0,0,1030,3.762583333,0,0
2019-01-13 8:00:00,46.968,6.703583333,62.13333333,0,0,1030,71.71333333,0,0
2019-01-13 9:00:00,49.624,7.595833333,58.44416667,0,0,1031,222.875,0,0
2019-01-13 10:00:00,48.633,8.015,57.52,0,0,1031,362.1,0,0
